Time,UAV0_X,UAV0_Y,UAV0_V,UAV0_Heading,UAV1_X,UAV1_Y,UAV1_V,UAV1_Heading
63,96.348,31.9868,2.00008,0.0539108,95.4072,11.7099,2.00006,0.0559822
63.1,96.3586,32.1844,1.99996,0.053884,95.4195,11.9081,2.00002,0.0555813
63.2,96.3681,32.384,1.99997,0.0538601,95.4286,12.1079,1.99995,0.0552182
63.3,96.3789,32.5857,2.00004,0.0538403,95.4383,12.309,1.99998,0.0548929
63.4,96.3906,32.7848,2.00001,0.0538225,95.4513,12.5082,2.00005,0.0546009
63.5,96.395,32.9826,1.99982,0.0538051,95.453,12.7073,1.99976,0.0543351
63.6,96.4036,33.1819,1.99994,0.0537986,95.4606,12.907,1.99992,0.0541058
63.7,96.4122,33.3852,2.00001,0.0537959,95.4653,13.1094,1.99986,0.0539026
63.8,96.4174,33.5802,1.99979,0.053797,95.4703,13.3064,1.99984,0.0537265
63.9,96.4278,33.7797,1.99999,0.0538059,95.4806,13.506,1.99999,0.0535741
64,96.4427,33.9818,2.00014,0.0538145,95.4967,13.707,2.00014,0.053437
64.1,96.4568,34.1819,2.00008,0.0538162,95.5128,13.9067,2.00013,0.0533072
64.2,96.4683,34.3821,2.00003,0.0538126,95.5244,14.1067,2.00003,0.0531838
64.3,96.4752,34.5802,1.99988,0.0538084,95.5298,14.3058,1.99986,0.0530713
64.4,96.4848,34.7825,2.00002,0.0538102,95.5368,14.5073,1.99992,0.052976
64.5,96.4925,34.9777,1.99985,0.0538139,95.5453,14.7042,1.99993,0.0528942
64.6,96.5047,35.1787,2.00006,0.0538216,95.5576,14.9047,2.00005,0.0528227
64.7,96.5136,35.3763,1.99992,0.0538264,95.5664,15.1032,1.99995,0.0527562
64.8,96.5188,35.5701,1.99977,0.0538334,95.5716,15.2994,1.99984,0.0526981
64.9,96.5218,35.7617,1.99968,0.0538479,95.5744,15.4943,1.99978,0.0526518
65,96.5318,35.9606,1.99997,0.0538724,95.5843,15.6936,1.99998,0.0526189
65.1,96.5398,36.1593,1.99992,0.0538955,95.5909,15.8928,1.9999,0.0525899
65.2,96.5474,36.3553,1.99986,0.0539207,95.5986,16.0903,1.99991,0.0525683
65.3,96.5619,36.5609,2.00019,0.0539481,95.6117,16.2937,2.00009,0.0525521
65.4,96.5744,36.759,2.00001,0.0539675,95.6261,16.4922,2.00009,0.0525346
65.5,96.5869,36.9625,2.00011,0.0539822,95.6372,16.6943,2.00003,0.0525141
65.6,96.594,37.1614,1.9999,0.053993,95.6421,16.8938,1.99986,0.052495
65.7,96.6036,37.3652,2.00005,0.0540087,95.6484,17.0962,1.99992,0.0524845
65.8,96.6104,37.5604,1.99983,0.054025,95.6551,17.2933,1.99989,0.0524802
65.9,96.6112,37.7549,1.99969,0.0540458,95.6523,17.4901,1.99965,0.0524808
66,96.6223,37.9531,1.99998,0.0540802,95.6643,17.6888,2.00003,0.0524971
66.1,96.6302,38.1518,1.99992,0.0541105,95.6708,17.8881,1.9999,0.05251
66.2,96.6377,38.3457,1.99982,0.0541425,95.6792,18.0842,1.99992,0.0525265
66.3,96.656,38.5524,2.00029,0.0541763,95.6979,18.2882,2.00023,0.0525436
66.4,96.6567,38.7445,1.99964,0.0541954,95.6965,18.4834,1.99967,0.0525493
66.5,96.6641,38.9429,1.9999,0.0542284,95.7022,18.6824,1.99988,0.0525688
66.6,96.682,39.1504,2.00029,0.0542637,95.7199,18.8868,2.00021,0.0525922
66.7,96.6828,39.3433,1.99966,0.0542847,95.718,19.0825,1.99967,0.0526048
66.8,96.6962,39.5468,2.00013,0.0543197,95.7306,19.2847,2.00007,0.0526312
66.9,96.7037,39.7437,1.99988,0.0543474,95.7374,19.4827,1.9999,0.0526526
67,96.7161,39.9435,2.00003,0.0543777,95.7505,19.6824,2.00006,0.0526765
67.1,96.7285,40.1443,2.00005,0.0544025,95.7631,19.8828,2.00006,0.0526948
67.2,96.7417,40.3446,2.00006,0.0544224,95.7771,20.0829,2.00009,0.0527088
67.3,96.7572,40.5477,2.00016,0.0544366,95.7934,20.2847,2.00016,0.0527171
67.4,96.7677,40.748,2,0.054442,95.8031,20.4848,1.99998,0.0527175
67.5,96.7753,40.9438,1.99986,0.0544475,95.8105,20.6822,1.99991,0.052719
67.6,96.7848,41.144,1.99998,0.0544577,95.8186,20.8822,1.99994,0.0527241
67.7,96.7944,41.3426,1.99995,0.0544694,95.8279,21.0812,1.99996,0.0527318
67.8,96.802,41.5438,1.99996,0.0544819,95.8323,21.282,1.99986,0.0527403
67.9,96.8126,41.7422,1.99997,0.0544991,95.8432,21.4809,2,0.0527558
68,96.8164,41.9355,1.99974,0.054515,95.8457,21.6767,1.99978,0.0527693
68.1,96.8321,42.1401,2.00019,0.0545409,95.8616,21.8794,2.00015,0.0527914
68.2,96.8474,42.3451,2.00019,0.0545565,95.8767,22.0824,2.00014,0.0528047
68.3,96.8584,42.5447,2,0.0545634,95.8876,22.2821,2.00001,0.0528111
68.4,96.8697,42.749,2.0001,0.0545696,95.8967,22.4847,1.99999,0.0528166
68.5,96.8773,42.9492,1.99994,0.0545748,95.9018,22.6847,1.99987,0.0528236
68.6,96.8886,43.1468,1.99997,0.0545854,95.9141,22.8832,2.00003,0.0528369
68.7,96.9054,43.3522,2.00023,0.0545941,95.9314,23.0864,2.00019,0.0528466
68.8,96.9181,43.5502,2,0.0545921,95.9458,23.2852,2.00008,0.0528468
68.9,96.9311,43.7544,2.00013,0.054587,95.9576,23.4877,2.00006,0.0528421
69,96.947,43.9575,2.00016,0.0545791,95.9746,23.6897,2.00017,0.0528362
69.1,96.9592,44.1592,2.00006,0.0545634,95.9863,23.8906,2.00004,0.0528228
69.2,96.9673,44.3543,1.99986,0.0545472,95.9946,24.0876,1.99992,0.0528093
69.3,96.9829,44.5547,2.0001,0.0545372,96.0124,24.2878,2.00017,0.0527998
69.4,96.9951,44.7564,2.00006,0.0545198,96.0243,24.4888,2.00004,0.0527818
69.5,97.0055,44.9542,1.99995,0.0545018,96.035,24.6874,1.99999,0.0527638
69.6,97.0212,45.1593,2.0002,0.0544863,96.0507,24.8906,2.00015,0.0527474
69.7,97.0349,45.3633,2.00014,0.0544641,96.0638,25.093,2.00009,0.0527259
69.8,97.0444,45.5623,1.99996,0.0544394,96.0726,25.2923,1.99996,0.0527032
69.9,97.0624,45.7707,2.00031,0.0544194,96.0906,25.4975,2.00023,0.052685
70,97.0728,45.9738,2.00006,0.0543891,96.0989,25.6993,1.99997,0.0526591
70.1,97.0814,46.1686,1.99986,0.0543631,96.1082,25.896,1.99994,0.0526388
70.2,97.0919,46.3728,2.00008,0.0543432,96.1162,26.0985,1.99997,0.0526219
70.3,97.1056,46.5777,2.00016,0.0543265,96.1291,26.3014,2.00009,0.0526103
70.4,97.1158,46.7776,1.99999,0.0543065,96.1386,26.5012,1.99998,0.0525968
70.5,97.122,46.9746,1.99986,0.0542898,96.1432,26.6992,1.99985,0.052586
70.6,97.132,47.176,2.00002,0.054283,96.1517,26.8999,1.99997,0.0525842
70.7,97.1435,47.3786,2.00007,0.0542787,96.1622,27.1014,2.00002,0.0525853
70.8,97.1565,47.5829,2.00013,0.0542738,96.1742,27.304,2.00006,0.0525865
70.9,97.1686,47.7849,2.00007,0.0542659,96.1858,27.5052,2.00004,0.0525858
71,97.1799,47.985,2.00002,0.0542566,96.197,27.7053,2.00002,0.0525837
71.1,97.1893,48.1857,1.99999,0.0542474,96.2049,27.9056,1.99995,0.0525809
71.2,97.1999,48.3872,2.00003,0.054242,96.2146,28.1064,1.99999,0.0525819
71.3,97.2139,48.5929,2.00018,0.0542377,96.2278,28.3099,2.0001,0.0525842
71.4,97.2238,48.7912,1.99995,0.0542282,96.2375,28.5088,1.99997,0.0525828
71.5,97.2387,48.9972,2.0002,0.0542214,96.2519,28.7125,2.00013,0.0525826
71.6,97.2468,49.1942,1.9999,0.0542081,96.2593,28.9106,1.99991,0.0525773
71.7,97.2572,49.3901,1.99992,0.0542011,96.2709,29.1081,2,0.0525767
71.8,97.2662,49.5858,1.99989,0.0541952,96.2803,29.3054,1.99995,0.0525745
71.9,97.2807,49.7878,2.00011,0.0541929,96.2956,29.5069,2.00013,0.0525739
72,97.2917,49.9846,1.99994,0.054184,96.3076,29.705,2.00001,0.0525667
72.1,97.3042,50.1862,2.00007,0.0541753,96.3201,29.906,2.00006,0.052558
72.2,97.314,50.3869,2,0.0541642,96.3288,30.1062,1.99997,0.0525473
72.3,97.3206,50.5819,1.99983,0.0541563,96.3347,30.303,1.99986,0.0525404
72.4,97.3317,50.7775,1.99992,0.0541572,96.3471,30.5004,2.00002,0.0525405
72.5,97.3404,50.9776,1.99997,0.0541572,96.3544,30.7002,1.99993,0.0525376
72.6,97.3493,51.1757,1.99994,0.0541614,96.3627,30.8989,1.99994,0.0525395
72.7,97.3602,51.3759,2.00001,0.0541689,96.3732,31.0989,2,0.0525445
72.8,97.3745,51.5795,2.00014,0.0541757,96.3876,31.3013,2.00012,0.052549
72.9,97.3791,51.773,1.99977,0.0541752,96.391,31.4968,1.9998,0.0525476
73,97.389,51.9712,1.99996,0.0541869,96.4008,31.6957,1.99997,0.0525563
73.1,97.4036,52.1698,2.00004,0.0541992,96.4174,31.8952,2.00013,0.0525652
73.2,97.4156,52.3681,1.99999,0.0542024,96.4303,32.0943,2.00004,0.0525642
73.3,97.4221,52.5655,1.99988,0.0542027,96.4352,32.2922,1.99986,0.0525598
73.4,97.4323,52.763,1.99995,0.0542117,96.4456,32.4907,1.99998,0.0525639
73.5,97.4463,52.9665,2.00013,0.054221,96.4597,32.693,2.00011,0.0525677
73.6,97.4542,53.1623,1.99987,0.0542231,96.4671,32.8902,1.9999,0.052566
73.7,97.4658,53.3599,1.99997,0.0542309,96.4796,33.0888,2.00003,0.0525689
73.8,97.48,53.5624,2.00011,0.054236,96.4944,33.2906,2.00012,0.0525684
73.9,97.4925,53.7624,2.00003,0.0542338,96.5073,33.4907,2.00006,0.0525618
74,97.5058,53.966,2.00012,0.0542283,96.5204,33.693,2.00009,0.0525522
74.1,97.5121,54.1601,1.99981,0.0542183,96.5259,33.889,1.99985,0.0525399
74.2,97.5197,54.3537,1.99982,0.0542186,96.5336,34.0849,1.99989,0.052536
74.3,97.5281,54.5497,1.99989,0.0542252,96.5418,34.2822,1.99992,0.0525364
74.4,97.5375,54.7486,1.99996,0.054236,96.5504,34.4813,1.99995,0.0525401
74.5,97.5453,54.9463,1.99991,0.0542489,96.5571,34.6795,1.9999,0.0525463
74.6,97.5587,55.1501,2.00012,0.0542671,96.5702,34.882,2.00009,0.0525576
74.7,97.5711,55.3503,2.00003,0.0542783,96.583,35.0822,2.00005,0.0525641
74.8,97.5832,55.552,2.00006,0.054285,96.5948,35.2832,2.00004,0.0525664
74.9,97.5906,55.7481,1.99987,0.0542885,96.6013,35.4805,1.99989,0.0525666
75,97.6055,55.9539,2.00019,0.0542991,96.6162,35.6843,2.00014,0.0525728
75.1,97.6168,56.1534,2,0.0543001,96.6274,35.884,2.00001,0.0525719
75.2,97.6223,56.3473,1.9998,0.0543001,96.6319,36.0797,1.99982,0.05257
75.3,97.629,56.5434,1.99986,0.0543115,96.6373,36.2768,1.99986,0.0525774
75.4,97.6317,56.7299,1.99961,0.0543309,96.6397,36.4678,1.99972,0.0525918
75.5,97.645,56.9341,2.00013,0.0543656,96.6526,36.6705,2.00009,0.0526169
75.6,97.6544,57.1348,2,0.0543919,96.6607,36.8706,1.99996,0.052636
75.7,97.6671,57.3368,2.00007,0.0544192,96.6733,37.0719,2.00006,0.0526571
75.8,97.6735,57.5293,1.99978,0.05444,96.6794,37.2669,1.99985,0.0526729
75.9,97.6856,57.7327,2.0001,0.0544684,96.6908,37.4689,2.00005,0.0526939
76,97.6926,57.9261,1.99981,0.0544916,96.6973,37.6645,1.99986,0.0527117
76.1,97.6998,58.119,1.99981,0.0545212,96.7044,37.8598,1.99987,0.0527338
76.2,97.7113,58.3198,2.00003,0.0545558,96.7156,38.0602,2.00002,0.052759
76.3,97.7211,58.518,1.99995,0.0545859,96.7251,38.259,1.99997,0.0527808
76.4,97.7363,58.7258,2.00023,0.0546154,96.7397,38.464,2.00015,0.052802
76.5,97.7458,58.9235,1.99994,0.054633,96.7489,38.6624,1.99995,0.0528151
76.6,97.757,59.1232,2,0.054652,96.7598,38.8622,2.00001,0.052829
76.7,97.7672,59.3201,1.99993,0.0546686,96.7701,39.0602,1.99997,0.052841
76.8,97.7824,59.5253,2.00017,0.054685,96.7856,39.2637,2.00015,0.0528521
76.9,97.799,59.7298,2.00018,0.0546901,96.8033,39.4672,2.00019,0.0528543
77,97.8077,59.9303,1.99998,0.0546812,96.8105,39.667,1.99994,0.0528449
77.1,97.825,60.1349,2.00019,0.0546788,96.8291,39.8706,2.00021,0.052842
77.2,97.8345,60.3288,1.99986,0.0546615,96.8392,40.0668,1.99994,0.0528265
77.3,97.8489,60.5338,2.00016,0.0546486,96.8535,40.2702,2.00013,0.0528129
77.4,97.8632,60.7367,2.00011,0.0546288,96.8683,40.4724,2.00011,0.0527946
77.5,97.8741,60.9392,2.00006,0.0546027,96.8781,40.6737,2.00001,0.0527712
77.6,97.8835,61.1407,2.00002,0.0545796,96.886,40.8742,1.99996,0.0527516
77.7,97.8933,61.3377,1.99993,0.0545629,96.8957,41.0722,1.99996,0.0527383
77.8,97.9057,61.5373,2.00002,0.0545503,96.9085,41.2722,2.00005,0.0527275
77.9,97.9131,61.7358,1.99993,0.054535,96.9144,41.4706,1.99989,0.052714
78,97.9218,61.9371,2,0.05453,96.9214,41.6709,1.99994,0.0527097
78.1,97.9293,62.1332,1.99988,0.0545313,96.9279,41.8679,1.99989,0.0527118
78.2,97.937,62.3291,1.99988,0.0545411,96.9348,42.0649,1.99989,0.0527204
78.3,97.9465,62.5263,1.99993,0.0545579,96.944,42.263,1.99995,0.0527342
78.4,97.9542,62.7227,1.99989,0.0545764,96.9508,42.4602,1.99989,0.0527488
78.5,97.9672,62.9282,2.00015,0.0546012,96.963,42.6637,2.00009,0.0527683
78.6,97.9795,63.1274,2.00001,0.0546189,96.9757,42.8634,2.00004,0.0527833
78.7,97.9885,63.3264,1.99996,0.0546314,96.9837,43.0624,1.99994,0.0527932
78.8,98.0004,63.5284,2.00006,0.0546477,96.9952,43.2636,2.00004,0.0528065
78.9,98.0103,63.7293,2.00001,0.0546601,97.0042,43.4639,1.99998,0.0528169
79,98.0212,63.9279,1.99998,0.0546742,97.0149,43.663,1.99999,0.0528292
79.1,98.0281,64.124,1.99987,0.0546871,97.0206,43.8599,1.99987,0.05284
79.2,98.0406,64.3265,2.00008,0.0547094,97.0329,44.0616,2.00006,0.0528582
79.3,98.0513,64.5281,2.00004,0.0547255,97.0428,44.2624,2,0.0528716
79.4,98.0622,64.7291,2.00002,0.054741,97.0531,44.4628,2.00001,0.0528851
79.5,98.0751,64.9314,2.00008,0.0547555,97.066,44.6645,2.00007,0.0528978
79.6,98.0859,65.1286,1.99995,0.0547633,97.0769,44.8628,1.99998,0.0529053
79.7,98.0968,65.3277,1.99999,0.0547706,97.0877,45.0622,2,0.0529113
79.8,98.1087,65.5286,2.00004,0.0547772,97.0994,45.2628,2.00003,0.0529164
79.9,98.1183,65.7242,1.9999,0.0547806,97.109,45.4599,1.99994,0.0529189
80,98.1355,65.9275,2.00015,0.054787,97.1278,45.6631,2.0002,0.0529229
80.1,98.1509,66.1313,2.00014,0.054775,97.1439,45.8662,2.00015,0.0529116
80.2,98.1633,66.3394,2.00019,0.0547517,97.1549,46.0711,2.00009,0.0528915
80.3,98.1723,66.5371,1.99994,0.0547278,97.1632,46.2693,1.99994,0.0528732
80.4,98.1846,66.7376,2.00003,0.0547114,97.1755,46.4698,2.00004,0.0528606
80.5,98.1943,66.9338,1.99991,0.0546928,97.1851,46.6673,1.99995,0.052846
80.6,98.2051,67.134,2.00001,0.0546791,97.1955,46.8672,2,0.0528345
80.7,98.2095,67.3263,1.99977,0.0546672,97.1984,47.0613,1.99978,0.0528245
80.8,98.2218,67.5277,2.00005,0.0546749,97.2106,47.2623,2.00005,0.0528293
80.9,98.2289,67.72,1.9998,0.0546781,97.2172,47.4569,1.99985,0.0528307
81,98.2351,67.9163,1.99987,0.0546915,97.2218,47.6537,1.99985,0.0528389
81.1,98.2495,68.1198,2.00012,0.0547179,97.2367,47.8564,2.00012,0.0528574
81.2,98.2603,68.3178,1.99996,0.0547314,97.2474,48.0551,1.99999,0.0528662
81.3,98.2722,68.5195,2.00005,0.0547438,97.2589,48.2562,2.00004,0.0528737
81.4,98.2795,68.7142,1.99985,0.0547525,97.2655,48.4523,1.99987,0.0528788
81.5,98.2932,68.9156,2.00007,0.0547709,97.2796,48.6536,2.00009,0.0528907
81.6,98.3029,69.1125,1.99993,0.0547793,97.289,48.8515,1.99995,0.0528949
81.7,98.3111,69.311,1.99994,0.0547903,97.296,49.0498,1.99992,0.0529007
81.8,98.3226,69.5118,2.00003,0.0548089,97.3072,49.2504,2.00002,0.0529127
81.9,98.3332,69.7124,2.00001,0.0548243,97.3172,49.4506,2,0.0529225
82,98.3469,69.9167,2.00012,0.0548395,97.3309,49.6536,2.0001,0.0529326
82.1,98.3591,70.1173,2.00003,0.0548451,97.3431,49.8542,2.00004,0.0529359
82.2,98.3703,70.3175,2.00001,0.0548461,97.354,50.0543,2.00001,0.0529357
82.3,98.3851,70.521,2.00012,0.0548463,97.3693,50.2572,2.00013,0.0529349
82.4,98.3947,70.7154,1.99988,0.0548344,97.3789,50.4535,1.99993,0.0529252
82.5,98.4032,70.9119,1.99991,0.0548274,97.3866,50.6507,1.99991,0.052918
82.6,98.4149,71.118,2.00014,0.0548288,97.3973,50.8545,2.00006,0.0529169
82.7,98.4263,71.3171,1.99999,0.0548287,97.4086,51.054,2.00001,0.0529163
82.8,98.4399,71.5137,1.99997,0.0548268,97.4234,51.2525,2.00005,0.052914
82.9,98.4513,71.7173,2.00008,0.0548155,97.4341,51.4547,2.00004,0.0529033
83,98.4621,71.9159,1.99998,0.0548041,97.4446,51.6537,1.99999,0.0528937
83.1,98.4771,72.1249,2.00023,0.0547944,97.4594,51.86,2.00017,0.052885
83.2,98.4884,72.3246,2,0.0547727,97.4704,52.0598,2.00001,0.0528692
83.3,98.4953,72.5198,1.99986,0.0547521,97.4762,52.2559,1.99987,0.0528539
83.4,98.5054,72.7167,1.99993,0.0547469,97.4861,52.4537,1.99996,0.0528496
83.5,98.5192,72.9201,2.00011,0.0547449,97.5001,52.6564,2.0001,0.0528471
83.6,98.5306,73.1144,1.9999,0.0547333,97.5122,52.853,1.99998,0.0528379
83.7,98.5409,73.3111,1.99993,0.0547198,97.5224,53.0508,1.99996,0.0528258
83.8,98.5494,73.5039,1.99984,0.0547094,97.5306,53.2459,1.99989,0.0528157
83.9,98.5619,73.7083,2.00011,0.054708,97.5427,53.4488,2.00008,0.0528109
84,98.5721,73.9115,2.00006,0.0547015,97.5517,53.6504,2.00001,0.0528037
84.1,98.5846,74.1083,1.99996,0.0546993,97.5649,53.8488,2.00002,0.0528006
84.2,98.5988,74.3148,2.00017,0.0546907,97.579,54.0535,2.00014,0.052792
84.3,98.6121,74.5139,2.00001,0.0546716,97.593,54.2534,2.00006,0.0527771
84.4,98.6222,74.7113,1.99995,0.0546446,97.6027,54.4516,1.99996,0.0527561
84.5,98.633,74.9124,2.00003,0.0546233,97.613,54.6522,2.00001,0.0527389
84.6,98.6449,75.1123,2.00001,0.0546044,97.6249,54.8522,2.00003,0.0527239
84.7,98.6558,75.3075,1.99991,0.0545833,97.636,55.0493,1.99997,0.0527074
84.8,98.6646,75.5047,1.99993,0.0545635,97.644,55.2469,1.99993,0.0526909
84.9,98.6783,75.706,2.00006,0.0545536,97.6583,55.4484,2.00009,0.0526813
85,98.6856,75.9047,1.99994,0.0545333,97.6641,55.6466,1.9999,0.0526646
85.1,98.6999,76.1095,2.00014,0.0545295,97.6786,55.8503,2.00013,0.0526599
85.2,98.7103,76.3072,1.99995,0.054513,97.6887,56.0486,1.99997,0.0526471
85.3,98.7218,76.5056,1.99998,0.0544999,97.7002,56.2477,2.00001,0.0526364
85.4,98.7309,76.7017,1.99991,0.054485,97.7088,56.4448,1.99993,0.0526243
85.5,98.7381,76.8945,1.99982,0.0544784,97.7152,56.6394,1.99985,0.0526174
85.6,98.7501,77.0965,2.00006,0.0544868,97.7271,56.8408,2.00005,0.0526201
85.7,98.7605,77.2928,1.99993,0.0544898,97.7373,57.0383,1.99996,0.0526196
85.8,98.7676,77.4865,1.99984,0.054494,97.7435,57.2334,1.99986,0.0526194
85.9,98.7783,77.6877,2.00003,0.0545133,97.7537,57.434,2.00001,0.0526289
86,98.7886,77.884,1.99993,0.0545317,97.7638,57.6315,1.99996,0.0526384
86.1,98.8047,78.0915,2.00021,0.0545506,97.7805,57.8374,2.00019,0.0526476
86.2,98.817,78.294,2.00007,0.0545458,97.7925,58.0391,2.00006,0.0526423
86.3,98.8311,78.4937,2.00003,0.0545361,97.8074,58.2397,2.00008,0.0526341
86.4,98.8444,78.6975,2.0001,0.0545121,97.8206,58.4425,2.00009,0.0526163
86.5,98.8558,78.8986,2.00003,0.0544804,97.8318,58.6433,2.00003,0.0525941
86.6,98.8649,79.0984,1.99998,0.0544493,97.8398,58.8426,1.99996,0.0525727
86.7,98.8748,79.2972,1.99997,0.0544297,97.8492,59.0415,1.99997,0.0525592
86.8,98.8845,79.4952,1.99996,0.0544164,97.8583,59.2399,1.99996,0.0525497
86.9,98.8955,79.6975,2.00005,0.0544096,97.8686,59.4412,2.00002,0.0525443
87,98.9037,79.8919,1.99987,0.0544036,97.8763,59.6369,1.99989,0.0525401
87.1,98.9147,80.0876,1.99992,0.0544098,97.8873,59.8342,1.99997,0.0525428
87.2,98.9265,80.2924,2.00011,0.0544139,97.8985,60.0373,2.00007,0.0525435
87.3,98.9382,80.4923,2.00001,0.0544145,97.9101,60.2374,2.00002,0.052543
87.4,98.9506,80.6938,2.00005,0.0544109,97.9226,60.4387,2.00005,0.0525397
87.5,98.9609,80.8994,2.00011,0.0543998,97.9316,60.6419,2.00004,0.052532
87.6,98.9705,81.0988,1.99998,0.0543948,97.9405,60.8411,1.99997,0.0525292
87.7,98.9804,81.2929,1.99988,0.0543967,97.9504,61.037,1.99993,0.0525307
87.8,98.9899,81.4904,1.99994,0.054402,97.9594,61.235,1.99995,0.0525333
87.9,99.0003,81.6919,2.00003,0.0544133,97.969,61.4358,2,0.0525393
88,99.0113,81.8945,2.00006,0.0544271,97.9794,61.6373,2.00003,0.0525471
88.1,99.0249,82.0983,2.0001,0.0544396,97.9931,61.8403,2.0001,0.0525546
88.2,99.0372,82.3003,2.00006,0.0544375,98.0054,62.0419,2.00006,0.0525535
88.3,99.0476,82.5,2,0.0544279,98.0152,62.2415,1.99999,0.0525482
88.4,99.0578,82.7023,2.00004,0.054422,98.0246,62.4427,2.00001,0.0525451
88.5,99.0679,82.8989,1.99993,0.0544212,98.0343,62.6403,1.99995,0.0525454
88.6,99.0793,83.0975,1.99998,0.0544245,98.0458,62.8394,2,0.0525474
88.7,99.0876,83.2932,1.9999,0.0544235,98.0532,63.0359,1.9999,0.0525466
88.8,99.0977,83.4912,1.99996,0.0544371,98.0629,63.2343,1.99997,0.0525538
88.9,99.1043,83.6828,1.9998,0.0544538,98.0685,63.4278,1.99983,0.0525624
89,99.1165,83.8838,2.00004,0.0544922,98.0807,63.6287,2.00004,0.0525825
89.1,99.1246,84.0815,1.99993,0.0545197,98.0877,63.8263,1.99992,0.0525964
89.2,99.1337,84.2778,1.99992,0.0545614,98.0963,64.0234,1.99993,0.0526182
89.3,99.1446,84.479,2.00003,0.0546096,98.1066,64.2241,2.00001,0.052643
89.4,99.1494,84.6705,1.99979,0.0546542,98.1099,64.4169,1.99979,0.0526661
89.5,99.1608,84.8689,1.99998,0.0547317,98.1212,64.6159,2,0.0527063
89.6,99.1682,85.0635,1.99987,0.0547989,98.1275,64.8113,1.99987,0.0527404
89.7,99.1772,85.2599,1.99992,0.0548822,98.1358,65.0084,1.99993,0.0527827
89.8,99.1857,85.4543,1.99988,0.0549701,98.1436,65.204,1.9999,0.0528269
89.9,99.199,85.6588,2.00011,0.0550653,98.1568,65.4075,2.0001,0.0528742
90,99.2096,85.8572,1.99997,0.0551385,98.167,65.6063,1.99998,0.0529101
90.1,99.2225,86.0619,2.00011,0.0552076,98.1797,65.8097,2.00009,0.0529436
90.2,99.2349,86.2619,2.00002,0.055259,98.192,66.01,2.00003,0.0529683
90.3,99.2452,86.4601,1.99996,0.0552965,98.2017,66.2085,1.99997,0.0529856
90.4,99.2536,86.654,1.99987,0.055336,98.2094,66.4037,1.99989,0.0530038
90.5,99.2652,86.8547,2.00002,0.055389,98.2206,66.6042,2.00002,0.053028
90.6,99.2757,87.0568,2.00004,0.0554344,98.2304,66.8054,2.00001,0.0530485
90.7,99.2858,87.2565,1.99999,0.0554808,98.2396,67.0048,1.99998,0.0530697
90.8,99.2957,87.4534,1.99994,0.0555315,98.2489,67.2023,1.99995,0.0530928
90.9,99.3072,87.6485,1.99992,0.0555862,98.2605,67.3992,1.99996,0.0531175
91,99.3197,87.8501,2.00005,0.0556306,98.2728,67.6006,2.00005,0.0531364
91.1,99.3309,88.0508,2.00002,0.0556606,98.2834,67.8009,2.00001,0.0531486
91.2,99.3431,88.2528,2.00005,0.0556886,98.2953,68.0025,2.00005,0.0531598
91.3,99.3551,88.4521,2,0.0557062,98.3072,68.2022,2.00002,0.0531664
91.4,99.367,88.6514,2,0.0557143,98.3189,68.4018,2.00001,0.0531685
91.5,99.3801,88.8531,2.00005,0.0557147,98.3319,68.6035,2.00006,0.0531671
91.6,99.3889,89.0506,1.99994,0.0556982,98.3396,68.801,1.99993,0.0531583
91.7,99.4018,89.2538,2.00008,0.055704,98.3523,69.0035,2.00007,0.0531593
91.8,99.411,89.4495,1.99991,0.0556948,98.3608,69.2001,1.99992,0.0531541
91.9,99.4265,89.654,2.00013,0.0557023,98.3768,69.4042,2.00014,0.053156
92,99.4373,89.8532,1.99999,0.0556693,98.387,69.6035,1.99999,0.0531408
92.1,99.4525,90.0589,2.00015,0.0556422,98.4025,69.8084,2.00015,0.0531283
92.2,99.4648,90.2614,2.00006,0.00564219,98.4144,70.0103,2.00005,0.0531017
92.3,99.4664,90.4624,2.00002,6.23883,98.4256,70.2108,2.00002,0.0530738
92.4,99.457,90.6601,1.99996,6.18883,98.4357,70.4089,1.99997,0.0530466
92.5,99.4375,90.854,1.9999,6.13883,98.4459,70.605,1.99993,0.0530235
92.6,99.4099,91.057,2.0001,6.08883,98.4576,70.8084,2.00007,0.0530032
92.7,99.3712,91.2519,1.99998,6.03883,98.4682,71.0073,1.99999,0.0529818
92.8,99.3211,91.4426,1.99992,5.98883,98.4769,71.2042,1.99993,0.052962
92.9,99.2615,91.6282,1.99988,5.93883,98.4857,71.3996,1.99991,0.0529504
93,99.1904,91.8088,1.99983,5.88883,98.4922,71.5931,1.99985,0.052945
93.1,99.1148,91.9987,2.00011,5.83883,98.504,71.7967,2.00008,0.0529535
93.2,99.0286,92.1818,2.00005,5.78883,98.5143,71.998,2.00002,0.0529573
93.3,98.9355,92.3621,2.00009,5.73883,98.5269,72.2011,2.00008,0.0529623
93.4,98.8329,92.5326,2,5.68883,98.5388,72.4007,2.00001,0.0529602
93.5,98.7183,92.6902,1.99983,5.63883,98.5464,72.5942,1.99986,0.0529535
93.6,98.6,92.858,2.00016,5.58883,98.559,72.7997,2.00012,0.052957
93.7,98.4703,93.0091,1.99994,5.53883,98.5676,72.9972,1.99994,0.052954
93.8,98.3358,93.1613,2.0001,5.48883,98.5793,73.2006,2.00008,0.0529583
93.9,98.1966,93.305,2.00009,5.43883,98.5942,73.4039,2.00011,0.0529587
